LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
8;AUTOMOTORAS;HATCHBACK;AUDI;A3 SPORTBACK TFSI 1.4 AUT;2017;4x2;B;19709;11200000
9;LEASING;STATION WAGON;MAZDA;5 DOHC 2.0 AUT;2018;4x2;B;66706;7400000
10;LEASING;STATION WAGON;MAZDA;5 DOHC 2.0 AUT;2018;4x2;B;63377;7400000
11;PARTICULARES;HATCHBACK;FIAT;500X CROSS 4X4 1.4 AUT;2017;4x4;B;26677;7200000
12;PARTICULARES;STATION WAGON;KIA MOTORS;SORENTO EX 2.4 AT;2015;4x2;B;53807;8000000
13;AUTOMOTORAS;STATION WAGON;MITSUBISHI;MONTERO CR 3.2 AUT;2013;4x4;D;105640;8700000
14;LEASING;STATION WAGON;TOYOTA;RAV 4 2.0;2016;4x2;B;94611;6800000
15;LEASING;HATCHBACK;MAZDA;NEW 6 2.0 AUT;2016;4x2;B;47941;8100000
16;PARTICULARES;HATCHBACK;MAZDA;3 SPORT HB 2.0 AUT;2016;4x2;B;81337;7000000
17;PARTICULARES;HATCHBACK;VOLVO;V40 T4 R DESIGN AUT;2014;4x2;B;80898;6900000
18;PARTICULARES;STATION WAGON;FORD;EDGE SEL 3.5;2014;4x2;B;101317;6300000
20;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2018;4x4;D;37169;8400000
21;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;110018;7500000
22;LEASING;CAMIONETA;GREAT WALL;WINGLE 6 DCAB 2.4;2018;4x2;B;83619;5400000
23;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2017;4x4;D;115548;7800000
24;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;92057;6800000
25;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2017;4x4;D;100768;7500000
26;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;137440;6800000
27;LEASING;CAMIONETA;TOYOTA;ALL NEW HI LUX D CAB DX 4X4 2.4;2017;4x4;D;69851;7200000
28;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;114942;7100000
29;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;73304;7600000
30;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;126706;6900000
31;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;130670;6900000
32;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0;2016;4x4;D;86677;6600000
33;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;112319;5100000
34;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;191391;5400000
35;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;50306;5800000
36;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR;2015;4x2;D;89452;4900000
37;PARTICULARES;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2015;4x2;D;91814;6000000
38;PARTICULARES;CAMIONETA;SSANGYONG;ACTYON SPORT 4X4 2.0;2014;4x4;D;121306;5000000
39;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;10183;6300000
40;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;15692;6300000
41;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;21742;6100000
42;LEASING;FURGON;HYUNDAI;H1 GL CRDI 2.5;2017;4x2;D;77920;7000000
43;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;97759;4500000
44;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;112331;4300000
45;LEASING;FURGON;PEUGEOT;BIPPER HDI 1.3;2016;4x2;D;79107;3900000
46;LEASING;FURGON;PEUGEOT;BIPPER HDI 1.3;2016;4x2;D;117136;3900000
47;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;117667;3600000
48;AUTOMOTORAS;CAMIONETA;KIA MOTORS;FRONTIER II PLUS 2.5;2011;4x2;D;108286;4100000
49;PARTICULARES;HATCHBACK;SUZUKI;BALENO GLS HB 1.4;2019;4x2;B;37216;5900000
50;LEASING;HATCHBACK;SUZUKI;SWIFT GL 1.2;2019;4x2;B;58607;5800000
51;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;55194;5800000
52;PARTICULARES;STATION WAGON;CHERY;TIGGO 2 GLX 1.5;2018;4x2;B;39127;4500000
53;PARTICULARES;HATCHBACK;CHEVROLET;ONIX LTZ 1.4;2018;4x2;B;41906;5300000
54;PARTICULARES;HATCHBACK;MG;3 VTI HB 1.5;2018;4x2;B;37278;4500000
55;PARTICULARES;HATCHBACK;MAZDA;ALL NEW 2 SPORT HB 1.5;2017;4x2;B;60648;5600000
56;PARTICULARES;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2017;4x2;D;77089;5800000
57;PARTICULARES;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2017;4x2;B;57307;5500000
58;LEASING;FURGON;PEUGEOT;208 ALLURE 1.4;2016;4x2;D;87887;5900000
59;LEASING;FURGON;PEUGEOT;208 ALLURE 1.4;2016;4x2;D;63493;6000000
60;AUTOMOTORAS;STATION WAGON;RENAULT;DUSTER DYNAMIQUE 4X4 2.0;2017;4x4;B;33;5600000
61;PARTICULARES;SEDAN;CHEVROLET;SAIL 1.5;2017;4x2;B;22022;4000000
62;PARTICULARES;HATCHBACK;KIA MOTORS;RIO 5 EX 1.4;2016;4x2;B;92669;4600000
63;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;94767;3400000
64;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;93334;3400000
65;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;101216;3100000
66;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;110156;3100000
67;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;149394;3200000
68;PARTICULARES;SEDAN;CHEVROLET;SPARK GT LT 1.2;2016;4x2;B;62340;3200000
69;PARTICULARES;HATCHBACK;HYUNDAI;VELOSTER GLS 1.6;2015;4x2;B;33949;5600000
70;PARTICULARES;SEDAN;RENAULT;NEW FLUENCE EXPRESSION 2.0;2014;4x2;B;116658;3800000
71;PARTICULARES;HATCHBACK;CHEVROLET;SPARK 1.2;2015;4x2;B;45060;3300000
72;AUTOMOTORAS;STATION WAGON;NISSAN;QASHQAI 4X4 AUT;2012;4x4;B;90259;4900000
73;AUTOMOTORAS;SEDAN;NISSAN;SENTRA 1.8 AUT;2007;4x2;B;155515;1700000
74;AUTOMOTORAS;SEDAN;MAZDA;3 1.6;2004;4x2;B;198314;2200000
75;AUTOMOTORAS;HATCHBACK;FORD;ECOSPORT XLT;2003;4x2;B;129472;2600000
1;PARTICULARES;SEDAN;CHEVROLET;CAMARO 6.2 AT;2015;4x2;B;53086;13500000
2;PARTICULARES;STATION WAGON;FORD;EXPLORER XLT 3.5 AUT;2016;4x2;B;47287;11800000
3;PARTICULARES;HATCHBACK;MAZDA;NEW 6 GT 2.5 AUT;2017;4x2;B;36790;8700000
4;PARTICULARES;STATION WAGON;MITSUBISHI;MONTERO SPORT 2.4;2017;4x2;D;112338;11100000
5;LEASING;STATION WAGON;KIA MOTORS;GRAND CARNIVAL EX 3.3 AUT;2016;4x2;B;44108;12100000
6;PARTICULARES;STATION WAGON;JEEP;COMPASS SPORT 2.4;2018;4x2;B;28992;10100000
7;LEASING;STATION WAGON;NISSAN;X TRAIL 2.5 AUT;2016;4x2;B;91216;8400000
8;LEASING;STATION WAGON;NISSAN;X TRAIL 2.5 AUT;2016;4x2;B;147607;7400000
9;PARTICULARES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;2017;4x2;B;48168;7800000
10;PARTICULARES;SEDAN;FORD;FUSION 2.0 AT;2018;4x2;B;45907;8600000
11;PARTICULARES;HATCHBACK;MAZDA;NEW 3 HB 2.5 AUT;2017;4x2;B;31023;8600000
12;PARTICULARES;STATION WAGON;MAZDA;ALL NEW CX3 R 4X4 2.0 AUT;2016;AWD;B;62139;7300000
13;AUTOMOTORAS;HATCHBACK;MAZDA;ALL NEW CX 3 R 2.0 AUT;2016;4x2;B;75407;6600000
14;BFE;HATCHBACK;PEUGEOT;308 ACTIVE 1.2;2018;4x2;B;24786;7100000
15;PARTICULARES;STATION WAGON;MAZDA;CX 5 GT AWD 2.5 AT;2014;AWD;B;88103;7600000
16;AUTOMOTORAS;HATCHBACK;AUDI;A1 1.4 AUT;2015;4x2;B;43902;6500000
17;PARTICULARES;HATCHBACK;PEUGEOT;208 ALLURE HDI 1.6;2017;4x2;D;54035;6600000
18;BFE;HATCHBACK;CITROËN;NEW C3 BLUE HDI 1.6;2017;4x2;D;73903;7000000
19;LEASING;FURGON;PEUGEOT;208 ALLURE 1.4;2016;4x2;D;85079;6300000
20;PARTICULARES;SEDAN;VOLVO;S60 D2 COMFORT;2014;4x2;D;174800;6200000
21;PARTICULARES;MOTOS;BMW MOTORRAD;F 700 GS I 798CC;2017;-;B;14144;4600000
22;BFE;MOTOS;BMW;F800GS ADVENTURE 798CC;2017;-;B;64003;5700000
23;BFE;MOTOS;BMW;R1200GS 1170 CC;2017;-;B;59863;8200000
24;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;72460;7500000
25;BFE;MOTOS;BMW;R1200 GS II 1170 CC;2016;-;B;69027;7500000
26;BFE;CAMIONETA;RAM;1500 CREW CAB LARAMIE 4X4 5.7 AUT;2017;4x4;B;66109;13800000
27;AUTOMOTORAS;CAMIONETA;JAC;T6 DCAB 2.0;2020;4x2;D;54;8000000
28;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;89618;7600000
29;BFE;CAMIONETA;MAZDA;NEW BT 50 DCAB SDX 4X4 3.2 AUT;2016;4x4;D;200308;7900000
30;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;78771;7300000
31;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;106339;7300000
32;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;133054;7200000
33;BFE;MINIBUS;FORD;TRANSIT;2019;4x2;D;2198;19200000
34;AUTOMOTORAS;FURGON;JAC;REFINE M4 1.9;2019;4x2;D;43;7400000
35;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;20405;6600000
36;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;26165;6000000
37;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;39624;6600000
38;LEASING;FURGON;HYUNDAI;NEW H1 GL CRDI 2.5;2017;4x2;D;68864;6700000
39;LEASING;FURGON;HYUNDAI;H1 GL CRDI 2.5;2017;4x2;D;69411;6700000
40;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;68093;5200000
41;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;84744;5300000
42;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;106210;5300000
43;AUTOMOTORAS;CAMIONETA;CHANGAN;MD201 1.2;2017;4x2;B;44;4800000
44;BFE;FURGON;HYUNDAI;NEW H1 GL CRDI 2.5;2016;4x2;D;158307;8000000
45;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;130968;3800000
46;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;135534;3400000
47;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;199602;3100000
48;LEASING;CAMIONETA;HYUNDAI;PORTER DCAB HR CRDI GL 2.5;2017;4x2;D;64878;6700000
49;AUTOMOTORAS;STATION WAGON;CHANGAN;CS35 LUXURY 1.6;2017;4x2;B;763;4700000
50;LIQUIDACIONES;HATCHBACK;RENAULT;CLIO IV HB 1.2;2019;4x2;B;9577;7300000
51;PARTICULARES;SEDAN;CHEVROLET;SAIL LS 1.5;2019;4x2;B;27970;4300000
52;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;53541;3400000
53;BFE;SEDAN;CHEVROLET;SAIL LS 1.5;2018;4x2;B;73332;3500000
54;PARTICULARES;HATCHBACK;MG;3 VTI HB 1.5;2018;4x2;B;2304;4200000
55;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2018;4x2;B;83208;4400000
56;LIQUIDACIONES;HATCHBACK;NISSAN;MARCH SPORT DRIVE 1.6;2018;4x2;B;29479;4400000
57;LIQUIDACIONES;STATION WAGON;CHERY;TIGGO 2 GLS 1.5;2017;4x2;B;24662;4200000
58;PARTICULARES;HATCHBACK;SUZUKI;BALENO GLX HB 1.4;2017;4x2;B;72154;5400000
59;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2017;4x2;B;19666;4600000
60;PARTICULARES;HATCHBACK;MG;3 COMFORT PLUS 1.5;2017;4x2;B;55827;3900000
61;LEASING;FURGON;PEUGEOT;301 ACTIVE HDI 1.6;2016;4x2;D;84392;4500000
62;LEASING;SEDAN;CITROËN;C ELYSEE 1.6 AUT;2016;4x2;B;90660;4400000
63;BFE;SEDAN;CHEVROLET;SAIL CLASSIC 1.4;2017;4x2;B;57791;3400000
64;PARTICULARES;HATCHBACK;SUZUKI;SWIFT GL 1.2;2016;4x2;B;77148;4000000
65;PARTICULARES;HATCHBACK;NISSAN;MARCH ACTIVE 1.6;2016;4x2;B;48708;3700000
66;BFE;HATCHBACK;CHEVROLET;SAIL II LT 1.4;2016;4x2;B;69372;3400000
67;BFE;SEDAN;CHEVROLET;SAIL 1.5;2016;4x2;B;133313;3400000
68;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;53220;3500000
69;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;83442;3400000
70;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;87424;3300000
71;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;103502;3200000
72;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;114332;3200000
73;AUTOMOTORAS;STATION WAGON;FORD;EDGE 4X4 3.5;2014;4x2;B;140976;6700000
74;PARTICULARES;HATCHBACK;RENAULT;MEGANE HB DYNAMIQUE 1.6;2015;4x2;B;57138;4400000
75;PARTICULARES;HATCHBACK;CHEVROLET;SPARK GT LT 1.2;2016;4x2;B;76693;3400000
76;PARTICULARES;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2014;4x2;B;83449;4900000
77;PARTICULARES;HATCHBACK;FORD;NEW FOCUS 2.0 AUT;2014;4x2;B;95178;4100000
78;BFE;SEDAN;MITSUBISHI;MIRAGE GL 1.2;2014;4x2;B;70796;2700000
79;PARTICULARES;HATCHBACK;FIAT;BRAVO SPORT 1.4;2013;4x2;B;111330;3300000
80;LIQUIDACIONES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;2012;4x2;B;119850;4700000
81;BFE;HATCHBACK;CITROËN;DS3 N3 1.6;2012;4x2;B;98024;3400000
82;BFE;HATCHBACK;CHEVROLET;SONIC LT 1.6;2012;4x2;B;253707;2500000
83;LIQUIDACIONES;HATCHBACK;CHEVROLET;SPARK LITE HB 1.0;2012;4x2;B;122588;1700000
84;BFE;SEDAN;TOYOTA;COROLLA XLI 1.6;2011;4x2;B;81105;3000000
85;LIQUIDACIONES;STATION WAGON;CHEVROLET;VIVANT LS 1.6;2006;4x2;B;170206;550000
1;PARTICULARES;STATION WAGON;MITSUBISHI;MONTERO SPORT 2.4 AUT;2019;4x2;D;26665;19100000
2;PARTICULARES;STATION WAGON;FORD;EDGE 2.0 AUT;2017;4x2;B;52020;9800000
3;PARTICULARES;STATION WAGON;CHEVROLET;CAPTIVA LT AWD 2.2;2018;AWD;D;40176;11300000
4;PARTICULARES;SEDAN;FORD;FUSION 2.0;2017;4x2;B;54167;8000000
5;PARTICULARES;STATION WAGON;SUZUKI;VITARA GLX 4X4 1.6;2017;4x4;B;62113;7200000
6;PARTICULARES;STATION WAGON;HYUNDAI;SANTA FE GLS 2.4 AT;2016;4x2;B;86928;9200000
7;PARTICULARES;STATION WAGON;SUZUKI;S CROSS LTD 4X4 1.6;2016;4x4;B;123272;5400000
8;AUTOMOTORAS;HATCHBACK;RENAULT;MEGANE III HB 1.6;2017;4x2;B;34;5600000
9;PARTICULARES;STATION WAGON;SUZUKI;BALENO GLS HB 1.4;2019;4x2;B;37216;5700000
10;PARTICULARES;HATCHBACK;MAZDA;ALL NEW 2 SPORT HB 1.5;2017;4x2;B;60648;6100000
11;PARTICULARES;HATCHBACK;MG;3 VTI HB 1.5;2019;4x2;B;28584;4100000
12;AUTOMOTORAS;SEDAN;SUZUKI;DZIRE 1.2 AUT;2018;4x2;B;3407;5300000
13;BFE;STATION WAGON;MAZDA;5 V 2.0 AUT;2017;4x2;B;26572;6400000
14;PARTICULARES;STATION WAGON;MAZDA;5 2.0;2017;4x2;B;38812;6500000
15;AUTOMOTORAS;SEDAN;MAZDA;3 2.0;2016;4x2;B;3;7300000
16;PARTICULARES;HATCHBACK;FORD;FIESTA TITANIUM 1.6;2014;4x2;B;77445;4300000
17;BFE;CAMIONETA;RAM;1500 LIMITED 4X4 5.7 AUT;2019;4x4;B;15121;28100000
18;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;41809;7800000
19;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;30635;7800000
20;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;48481;7200000
21;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;39640;7200000
22;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;36072;7200000
23;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;58956;7800000
24;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;30796;7200000
25;LEASING;CAMIONETA;TOYOTA;HILUX TDI 4X4 2.8;2016;4x4;D;58554;7100000
26;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;73303;6100000
27;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 2.5;2016;4x4;D;33882;6600000
28;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2016;4x2;D;198142;6100000
29;LEASING;CAMIONETA;FORD;RANGER XLT 4X4 3.2;2015;4x4;D;85347;7800000
30;LEASING;CAMIONETA;FORD;RANGER XLT 4X4 3.2;2015;4x4;D;102135;7500000
31;LEASING;CAMIONETA;NISSAN;NAVARA DCAB 4X4 2.5;2015;4x4;D;72693;5400000
32;LEASING;CAMIONETA;NISSAN;NAVARA LUX LE 4X4 2.5;2015;4x4;D;84961;5400000
33;LEASING;CAMIONETA;NISSAN;NAVARA 2.5;2015;4x2;D;56250;5000000
34;AUTOMOTORAS;FURGON;JAC;REFINE CARGO 1.9;2018;4x2;D;1024;5400000
35;AUTOMOTORAS;CAMIONETA;CHANGAN;MD201 CARGO BOX 1.2;2018;4x2;B;29;4000000
36;AUTOMOTORAS;CAMIONETA;JAC;X200 2.0;2017;4x2;D;26;6800000
38;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;197439;3600000
39;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;228722;3200000
40;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;176706;3300000
41;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;214205;3200000
42;LEASING;FURGON;CITROËN;BERLINGO B9 HDI 1.6;2015;4x2;D;60793;5000000
43;AUTOMOTORAS;STATION WAGON;CHANGAN;CX70 LUXURY 1.6;2018;4x2;B;3810;5600000
44;AUTOMOTORAS;STATION WAGON;CHANGAN;CS15 LUXURY 1.5;2019;4x2;B;38;5400000
45;AUTOMOTORAS;STATION WAGON;JAC;S5 VVT 2.0;2019;4x2;B;78;5700000
46;AUTOMOTORAS;SEDAN;MAZDA;NEW 6 2.0 AUT;2015;4x2;B;26;8200000
47;PARTICULARES;SEDAN;RENAULT;FLUENCE AUTENTIQUE 1.6;2016;4x2;B;109295;3800000
48;PARTICULARES;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;31983;3900000
49;PARTICULARES;SEDAN;NISSAN;VERSA 1.6;2015;4x2;B;105214;3700000
50;PARTICULARES;SEDAN;KIA MOTORS;RIO 4 EX 1.4;2015;4x2;B;68389;4400000
51;PARTICULARES;HATCHBACK;FIAT;UNO WAY EVO 1.4;2015;4x2;B;60650;3900000
52;PARTICULARES;HATCHBACK;FORD;NEW FOCUS 2.0 AUT;2014;4x2;B;83811;5200000
53;PARTICULARES;HATCHBACK;CITROËN;DS3 N3 1.6;2014;4x2;B;109109;4200000
54;PARTICULARES;HATCHBACK;MITSUBISHI;MIRAGE GL 1.2;2014;4x2;B;101371;2800000
55;PARTICULARES;STATION WAGON;DODGE;DURANGO CITADEL 5.7 AUT;2013;AWD;B;114116;6500000
56;PARTICULARES;STATION WAGON;NISSAN;QASHQAI 2.0;2013;4x2;B;110459;4900000
57;PARTICULARES;HATCHBACK;NISSAN;MARCH DRIVE 1.6;2013;4x2;B;84461;3100000
58;PARTICULARES;HATCHBACK;CHEVROLET;CRUZE II HB LS 1.8 AUT;2013;4x2;B;100509;3800000
1;PARTICULARES;STATION WAGON;SUBARU;NEW XV AWD CVT 2.0I;2019;AWD;B;19766;11000000
2;PARTICULARES;STATION WAGON;MITSUBISHI;OUTLANDER GLX 4X4 2.4 AUT;2019;4x4;B;22535;10700000
3;PARTICULARES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;2017;4x2;B;48168;8400000
4;PARTICULARES;STATION WAGON;MAZDA;NEW 6 GT 2.5 AUT;2016;4x2;B;43007;8900000
5;PARTICULARES;HATCHBACK;VOLKSWAGEN;GOLF HB 2.0 AUT;2017;4x2;D;50857;9200000
7;PARTICULARES;STATION WAGON;KIA MOTORS;SORENTO EX 2.4;2016;4x2;B;83578;9100000
8;PARTICULARES;HATCHBACK;MAZDA;NEW 3 2.0;2017;4x2;B;48336;7800000
9;PARTICULARES;STATION WAGON;HAVAL;H2 ELITE 1.5 AUT;2018;4x2;B;48564;6600000
10;PARTICULARES;STATION WAGON;SSANGYONG;TIVOLI 1.6;2016;4x2;D;79066;7000000
11;PARTICULARES;STATION WAGON;NISSAN;QASHQAI SENSE 2.0;2015;4x2;B;40543;7200000
12;PARTICULARES;HATCHBACK;FORD;FOCUS TITANIUM 2.0 AUT;2016;4x2;B;83213;7400000
13;PARTICULARES;HATCHBACK;MAZDA;NEW 2 SPORT HB 1.5;2017;4x2;B;46260;6000000
14;PARTICULARES;HATCHBACK;PEUGEOT;208 ALLURE E HDI 1.6;2017;4x2;D;80406;7600000
15;PARTICULARES;HATCHBACK;PEUGEOT;208 GT LINE 1.2 AUT;2016;4x2;B;52923;6600000
16;BFE;STATION WAGON;KIA MOTORS;SOUL EX 1.6;2016;4x2;B;35276;4800000
17;PARTICULARES;HATCHBACK;CHEVROLET;ONIX ACTIV 1.4;2019;4x2;B;20605;6100000
18;PARTICULARES;STATION WAGON;SUZUKI;GRAND NOMADE GLX 2.4;2016;4x2;B;71334;4800000
19;PARTICULARES;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 2.4;2016;4x2;B;99639;5100000
20;PARTICULARES;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT 2.4;2016;4x4;B;81000;4900000
21;BFE;MOTOS;BMW;F800GS ADVENTURE 798CC;2016;-;B;61660;5300000
22;BFE;MOTOS;BMW;F800GS ADVENTURE 798CC;2016;-;B;67073;5300000
23;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;63468;7300000
24;BFE;MOTOS;BMW;R1200 GS II 1170 CC;2016;-;B;78830;7300000
25;BFE;MOTOS;BMW;R1200 GS II 1170 CC;2016;-;B;69344;7300000
26;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0 AUT;2016;4x4;D;75611;10300000
27;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0;2017;4x4;D;104928;7600000
28;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;56235;9000000
29;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;33537;8400000
30;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;41643;8400000
31;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;35363;7000000
32;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;46170;7000000
33;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;47499;7000000
34;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;54407;6800000
35;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;57721;6800000
36;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;60249;6700000
37;PARTICULARES;CAMIONETA;MITSUBISHI;L200 D CAB 4X4 2.4;2016;4x4;D;112531;7500000
38;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0 AUT;2016;4x4;D;49493;7800000
39;PARTICULARES;CAMIONETA;SSANGYONG;NEW ACTYON SPORT 4X4 2.0 AUT;2016;4x4;D;72965;6900000
40;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;78345;6500000
41;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;105367;6500000
42;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;115673;6500000
43;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 2.0;2016;4x2;D;88593;6300000
44;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;94553;6600000
45;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;47008;6700000
46;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;119281;6300000
47;LEASING;CAMIONETA;FIAT;STRADA TREKKING DCAB 1.4;2018;4x2;B;24327;5100000
48;LEASING;CAMIONETA;FIAT;STRADA TREKKING DCAB 1.4;2018;4x2;B;30657;5000000
49;LEASING;CAMIONETA;FIAT;STRADA TREKKING DCAB 1.4;2018;4x2;B;39190;5300000
50;LEASING;CAMIONETA;FIAT;STRADA TREKKING DCAB 1.4;2018;4x2;B;43000;5000000
51;BFE;CAMIONETA;SSANGYONG;NEW ACTYON SPORT 4X4 2.0;2013;4x4;D;97614;5000000
